idRestaurant,name,borough,inspectionDate,grade
50012730,CAMPO BELLO RESTAURANT 2,BROOKLYN,2014-10-31,
50017126,Bravo Pizza,MANHATTAN,2015-01-06,
50035395,SANRASA RESTAURANT - SANRASA BAKERY & DELI,STATEN ISLAND,2016-01-06,
41532206,TASTE GOOD MALAYSIAN CUISINE,QUEENS,2013-07-03,
41100434,HIMALAYAN YAK RESTAURANT,QUEENS,2016-05-25,A
40564701,DOMINO'S,MANHATTAN,2013-09-30,A
50007431,KHAO KANG,QUEENS,2014-05-20,B
50005471,BUDIN,BROOKLYN,2015-02-20,A
50013242,Snack Boss,BRONX,2014-12-23,A
50038029,WOK WOK SOUTHEAST ASIAN KITCHEN,MANHATTAN,2015-11-10,
41672217,GREEN HOUSE RESTAURANT & PARTY HALL,BROOKLYN,2014-08-08,
41267927,P.D. O'HURLEY'S,MANHATTAN,2015-02-06,A
40867812,RUBENS PIZZERIA-EL POLLO PERUVIAN CUISINE,BROOKLYN,2015-11-23,
41594416,NACIONES UNIDAS,QUEENS,2014-09-17,A
50049069,THE PIZZA (SPACE # 3),MANHATTAN,2016-04-26,Not Yet Graded
41338303,CAFE BRAVO/ POMODORO PIZZA/PLANET GYRO,MANHATTAN,2015-03-16,B
41489490,CHUNG KI WA RESTAURANT,QUEENS,2014-10-30,
41671752,LUCK THAI RESTAURANT,BROOKLYN,2014-07-28,P
41659848,LA BRISA DEL CIBAO,QUEENS,2015-09-21,B
40365938,NANCY'S RESTAURANT,QUEENS,2013-06-06,
41379435,MI CASA BAKERY,BRONX,2014-09-15,
50000068,LADY M BRYANT PARK,MANHATTAN,2014-07-24,
41506131,IL PUNTO RISTORANTE,MANHATTAN,2013-12-05,
41700974,MARLIN BAR AT TOMMY BAHAMA AND TOMMY BAHAMA RESTAURANT AND B,MANHATTAN,2015-04-23,A
50002235,ZHIQING ACTIVITY CENTER,QUEENS,2015-11-25,C
41085466,GRACIE'S CAFE,MANHATTAN,2016-04-07,
41459443,T & T RESTAURANT,QUEENS,2014-11-07,
50015840,GOLDEN DRAGON III,MANHATTAN,2016-03-24,A
50001915,REFINERY ROOFTOP,MANHATTAN,2015-02-04,
41574945,CARIBBEAN VIBES JAMAICAN RESTAURANT AND BAKERY,BROOKLYN,2013-10-22,
40391528,SZECHUAN DELIGHT RESTAURANT,BROOKLYN,2014-03-11,A
50012120,CREPE MIX,BROOKLYN,2014-10-29,A
50005634,BENTON CAFE,MANHATTAN,2014-01-31,B
50003153,KELLOGG'S DINER,BROOKLYN,2016-03-23,
50005403,ICON,QUEENS,2014-05-29,B
41613392,HARLEY'S SMOKE SHACK,MANHATTAN,2015-10-14,
41659167,CROWN PALACE RESTAURANT,STATEN ISLAND,2016-05-12,
41633807,MANHATTAN CENTER,MANHATTAN,2014-02-14,
50002741,STARRY NIGHT,MANHATTAN,2015-10-20,
40814430,BAD BOYS PIZZA,BROOKLYN,2014-10-22,A
41324916,OTHELLO DELI,QUEENS,2013-09-16,A
41562907,BEACH BAGEL,QUEENS,2016-02-22,
50000421,PAPARAZZI TRATTORIA,QUEENS,2016-08-09,
40389243,DA TOMMASSO,MANHATTAN,2015-09-01,
41621809,HJ'S COFFEE SHOP,QUEENS,2015-03-20,
40699772,LATINO RESTAURANT,BRONX,2016-04-07,
41624957,BIG NEW YORK FRIED CHICKEN,QUEENS,2016-04-11,
41712970,EL PATIO,QUEENS,2014-03-08,
41628362,GRAND EVERGREEN CHINESE FOOD,QUEENS,2014-06-15,A
50053833,GOLDEN KRUST,QUEENS,1900-01-01,
41418529,SUBWAY,MANHATTAN,2013-10-18,
41467392,POPEYES LOUISIANA KITCHEN,MANHATTAN,2014-05-12,A
40400641,TOUCH OF DEE'S,MANHATTAN,2016-04-13,A
41406893,LA TAVERNA,BROOKLYN,2014-01-16,
41317177,SOCCER TAVERN,BROOKLYN,2016-08-18,A
41557884,KASBAH BBQ & GRILL,MANHATTAN,2013-10-31,
40678235,BOURBON STREET,QUEENS,2015-03-07,
50000008,BCA RESTAURANT,QUEENS,2015-02-10,
41651044,DOMINIES,QUEENS,2016-01-28,
41406318,EL BOHIO TROPICAL,BRONX,2015-11-19,A
40391092,BELAIRE CAFE,MANHATTAN,2012-11-28,C
50006175,LA VUE,BROOKLYN,2014-03-17,A
41327047,GOLDEN RING,BROOKLYN,2016-06-14,A
41611135,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,2013-11-19,A
41206524,DOUGH,BROOKLYN,2015-11-10,C
41441935,PROJECT PARLOR,BROOKLYN,2015-06-11,B
40400314,SWEET LIFE CAFE,MANHATTAN,2014-08-04,
41459231,MARIO'S HAMBURGER & PIZZA PLACE,MANHATTAN,2015-09-14,
41375359,SIENA,BROOKLYN,2013-10-09,
50015663,WAN CHAI SEAFOOD RESTAURANT,QUEENS,2015-04-30,A
41462890,CHICKEN LOVERS RESTAURANT,QUEENS,2014-03-12,
50014639,SIMIT AND SMITH,MANHATTAN,2015-08-26,
41509250,MASON JAR,MANHATTAN,2013-07-31,A
50012078,Xin Xing,BRONX,2014-07-15,A
41525492,LA PENDA RESTAURANT,BRONX,2014-08-29,C
41673993,GLAZE TERIYAKI GRILL,MANHATTAN,2014-12-09,
41070330,LENNY'S PIZZERIA,QUEENS,2015-09-01,
41629524,COMMONS CAFE,STATEN ISLAND,2014-06-06,
41172564,PALO SANTO,BROOKLYN,2016-09-24,A
40947395,EUROPEAN BAR,QUEENS,2014-10-20,
50011376,NEXT DOOR RESTAURANT,MANHATTAN,2016-05-25,B
41514395,ESMERALDO BAKERY,MANHATTAN,2015-06-18,A
50000869,GOTHAM PIZZA,MANHATTAN,2016-10-07,
41587706,LIBERTY WAREHOUSE,BROOKLYN,2015-07-31,
41167580,POCO LOCO BAR,STATEN ISLAND,2014-06-21,A
40390902,SCOTTY'S DINER,MANHATTAN,2014-09-10,
41721738,DAVEY'S ICE CREAM,MANHATTAN,2016-04-05,A
50005283,CHINA CITY,BROOKLYN,2014-02-05,
41620893,LITTLE CAESARS,BRONX,2014-02-04,A
50003701,MILLER'S ALE HOUSE,STATEN ISLAND,2015-07-07,A
41696014,NOISETTE CAFE,QUEENS,2013-09-24,
41716209,AJISAI,MANHATTAN,2015-03-10,
41679060,E-CHIBAN SUSHI JAPANESE RESTAURANT,QUEENS,2015-06-03,
41661153,SAKURA IV,QUEENS,2014-01-21,
41398041,21 HOME'S KITCHEN,MANHATTAN,2016-09-15,
41445737,1818 SEAFOOD RESTAURANT,BROOKLYN,2016-06-22,A
40513021,BLUE MOUNTAIN RESTAURANT & JERK CENTER,BROOKLYN,2015-02-10,
41266866,E SQUARED CAFE,STATEN ISLAND,2016-06-03,
41465261,HOT BIALYS & BAGELS,QUEENS,2015-04-20,
41714097,GANDHI INDIAN RESTAURANT,BROOKLYN,2016-01-05,
41291292,DUO TIAN BAKERY,MANHATTAN,2016-04-20,
40735273,EL PARAISO BAR & RESTAURANT,QUEENS,2016-08-25,B
41424610,FRIENDS SPORTS BAR,BRONX,2014-10-08,
50008165,OSTERIA ITALIANA,QUEENS,2016-02-10,B
50037729,HUNG HING RESTAURANT,BRONX,2016-07-11,
50003451,CHINA AAA,QUEENS,2015-07-08,
50044732,MEI WEI RESTAURANT,BROOKLYN,2016-08-29,
41350171,"70KING, BURGER KING, POPEYES LOUISIANA KITCHEN",QUEENS,2014-04-03,
41108957,NEW MEXICO PLACE,BROOKLYN,2016-01-14,
41044065,TURKISH GRILL RESTAURANT & BAR,QUEENS,2014-09-18,
41541993,ESTRELLITA POBLANA II,BRONX,2013-10-22,A
50049610,EMPANADAS MONUMENTAL,QUEENS,2016-07-07,
40512868,AQUA GRILL,MANHATTAN,2014-02-11,
40620726,NINO'S RESTAURANT,MANHATTAN,2015-05-12,
41554584,PACO'S TACOS OF BROOKLYN,BROOKLYN,2014-03-13,
41577295,LECHONERA TROPICAL & GRILL,MANHATTAN,2014-03-07,A
41656924,TENZAN,MANHATTAN,2014-12-12,
50008840,VICTORY CANTINA,STATEN ISLAND,2015-11-17,
41705634,EXPRESS BROOK LUNCH RESTAURANT,BRONX,2013-07-02,
50018451,HAPPY DELI,QUEENS,2015-02-04,A
41538952,PAULINE AND SHARON'S,BROOKLYN,2014-09-17,
41668500,SUNSHINE RESTAURANT,QUEENS,2014-10-07,
41712453,MERRYLAND BUFFET,BRONX,2013-04-08,
41202545,VANILLA CAFE,QUEENS,2015-03-25,B
41695960,NEW LIN'S GARDEN,BROOKLYN,2016-04-12,A
41548763,LA COMADRE MEXICAN RESTAURANT & BAKERY,QUEENS,2013-09-03,
41713390,MARINA GOURMET DELI.,MANHATTAN,2014-09-26,A
41462626,WOODWORK,BROOKLYN,2015-05-13,
41069478,TOLTECAMILA TAQUERIA RESTAURANT,QUEENS,2015-03-06,
50048751,FARMERS KITCHEN,QUEENS,2016-08-12,
50002516,NORMANS CAY,MANHATTAN,2013-10-01,
40387754,TRATTORIA DELLA ARTE,MANHATTAN,2014-10-27,A
40879743,NEGRIL,MANHATTAN,2015-11-19,
41633479,EXPRESS SOFT TACO ONE,QUEENS,2016-01-14,A
50051743,ORCHARD BEACH SNACK BAR SECTION 10,BRONX,2016-08-10,Not Yet Graded
41539269,LOMA COFFEE SHOP II,BROOKLYN,2015-09-17,B
40936803,A. CHURRASQUEIRA RESTAURANT,QUEENS,2015-06-29,A
41146119,EUROPA CAFE,MANHATTAN,2016-07-12,
41717909,POPEYES LOUISIANA KITCHEN,BROOKLYN,2014-01-14,A
41673105,HALE & HEARTY SOUP,MANHATTAN,2016-10-04,A
41708289,HO HO GARDEN,QUEENS,2014-06-09,
41139432,THE HAAB MEXICAN CAFE,QUEENS,2015-07-16,
50018303,DUNKIN' DONUTS,MANHATTAN,2015-02-20,A
40928949,PARA TI COLOMBIA CON SABOR,QUEENS,2014-08-01,
50005723,CARA MIA,MANHATTAN,2015-07-09,
41549803,WEN MING CHINESE RESTAURANT,QUEENS,2015-04-01,A
40687209,VIA QUADRONNO,MANHATTAN,2014-03-04,A
40954215,AGNANTI RESTAURANT,QUEENS,2014-02-22,A
50004144,ONE STAR,MANHATTAN,2014-04-02,A
40985913,STARBUCKS,BROOKLYN,2016-07-28,A
50001019,BROADWAY CAFE,MANHATTAN,2016-07-15,B
41246549,ORGANIQUE,MANHATTAN,2016-08-05,
50016481,GALAGALA NY RESTAURANT,BRONX,2015-02-23,A
41083514,GAEL PUB,MANHATTAN,2014-08-06,
41459659,T. K. KITCHEN,MANHATTAN,2014-10-28,C
50004319,KFC,BROOKLYN,2015-06-02,A
40398910,JOE'S PIZZA,BRONX,2013-11-02,
41410326,CHOI YUAN,BRONX,2014-08-12,A
50009495,CHATEAU DE CAPITAINE,BROOKLYN,2016-08-18,A
50001970,CROWN FRIED CHICKEN,BROOKLYN,2014-01-29,
40976973,EL PASILLO,QUEENS,2014-05-17,
41131819,REVEL ITM GARDEN,MANHATTAN,2014-01-07,
41463547,SUBWAY,MANHATTAN,2014-01-07,
41643362,GRAN ELECTRICA,BROOKLYN,2013-12-03,A
50047802,AGRA GRILL,BRONX,2016-08-04,A
41696419,DON ALEX RESTAURANT,QUEENS,2015-08-10,
50019124,RAMEN-YA,MANHATTAN,2016-08-17,B
41538912,HUNGRY BURRITO,BROOKLYN,2013-12-26,
40732501,TEQUILITAS MEXICAN RESTAURANT,BROOKLYN,2013-07-25,A
41556136,DANNY'S ATHENS RESTAURANT,BRONX,2014-03-21,
50045276,SUBWAY SANDWICHES,BROOKLYN,2016-02-01,A
50017221,FALAFEL OFF THE CORNER,BROOKLYN,2016-08-31,
40521003,TOPAZE RESTAURANT & JERK CHICKEN,BROOKLYN,2014-04-22,A
41432593,ST. JOHN'S UNIVERSITY D'ANGELO CENTER FOOD COURT,QUEENS,2015-04-20,A
41304245,MANNA'S RESTAURANT,MANHATTAN,2015-12-23,
41706182,PICK-A-BAGEL/PIZZA BOLLA,MANHATTAN,2016-09-28,
41177613,YAMA,MANHATTAN,2013-05-07,
41571350,THE MET GRILL/DOUBLE TREE HOTEL,MANHATTAN,2013-06-07,B
40786921,BOSTON MARKET,QUEENS,2015-09-16,
50042291,CHOLSUM TIBETAN RESTAURANT,QUEENS,2016-03-08,A
40391002,DANIEL'S BAGEL,MANHATTAN,2015-01-22,
41046488,FRESH SALT,MANHATTAN,2016-03-09,
50040866,FUEL GRILL,MANHATTAN,2015-10-19,
41635743,PETEY'S BURGER,QUEENS,2015-08-18,
41015300,PRATT INSTITUTE NORTH,BROOKLYN,2015-03-27,A
41149849,JUN BO RESTAURANT,BRONX,2014-09-13,
41644000,DEATH AVE,MANHATTAN,2013-10-03,
41702619,MARKET CAFE,MANHATTAN,2016-05-06,
41365690,JOY GARDEN RESTAURANT,BRONX,2013-07-29,
41476227,TANDOOR PALACE,MANHATTAN,2015-01-05,
41687136,TOP THAI RESTAURANT,BROOKLYN,2014-12-20,A
41406895,SUN SAI GAI RESTAURANT,MANHATTAN,2015-10-07,A
40400989,THREE OF CUPS,MANHATTAN,2012-11-27,A
50007470,LE BAOBAB-GOUYGUI RESTAURANT,MANHATTAN,2016-05-18,
40714228,NEW SOLDIERS RESTAURANT,BROOKLYN,2015-03-03,
41406973,EURO PIZZA,BRONX,2015-02-18,
50007916,L. A. BURRITO,BROOKLYN,2014-04-09,
50043964,CHEF MOM GRILL BAKERY,QUEENS,2015-11-23,
40364439,SEVILLA RESTAURANT,MANHATTAN,2016-10-12,
41117553,EPISTROPHY CAFE,MANHATTAN,2016-02-03,
50013096,MORRITO'S CAFE,BROOKLYN,2014-09-22,
41578597,DUMPLINGS & THINGS,BROOKLYN,2013-07-10,A
50006360,ABSOLUTE THAI RESTAURANT,MANHATTAN,2016-07-26,
40922818,EL TAPATIO MEXICAN RESTAURANT,MANHATTAN,2014-12-04,
41251337,ATLANTIC DINER,QUEENS,2016-05-19,A
41705757,DE HOT POT,BROOKLYN,2015-07-25,
41418789,THE ORIGINAL EMILIO'S PIZZA,BRONX,2016-10-03,
41489173,NEW GREAT BAKERY,MANHATTAN,2016-04-19,B
41683141,THE REGAL,BROOKLYN,2016-07-22,
41666100,DAR 525,BROOKLYN,2016-04-12,A
41377840,BIG NOSE KATES,STATEN ISLAND,2016-09-21,
40852267,CHAP A NOSH/YUN KEE,BROOKLYN,2014-03-17,A
50043259,BROOKLYN JUICE BAR,BROOKLYN,2016-01-14,A
41118794,TAQUERIA COCOYOC,BROOKLYN,2014-11-20,
50033842,RU YI BROADWAY RESTAURANT,QUEENS,2016-10-12,
41503546,RAYMI,MANHATTAN,2016-10-07,
41413153,MOLCAJETE,QUEENS,2015-09-02,A
41377915,CHORSU SAMARKANDA,BROOKLYN,2014-03-13,A
41467170,HUNAN GLATT KOSHER,BROOKLYN,2016-02-09,A
40384671,CHEZ JOSEPHINE,MANHATTAN,2013-11-06,C
40366929,LITTLE BROWN JUG,QUEENS,2014-06-27,A
41469945,EL GRAN CANARIO RESTAURANT,BROOKLYN,2015-03-02,
40370436,ROSSINI'S,MANHATTAN,2014-04-29,
50033304,ASTORIA PIZZA,QUEENS,2016-09-28,A
41230741,SUBWAY,MANHATTAN,2014-02-07,A
41633091,KING GRILL RESTAURANT,BRONX,2015-10-30,
50012352,SUSHI FUSSION,QUEENS,2014-11-06,
50004259,ARATA IZUMI JAPANESE RESTAURANT,MANHATTAN,2014-11-19,A
41291275,L & U CAFE,BROOKLYN,2015-09-09,A
41362560,CIBO EXPRESS GOURMET MARKET,QUEENS,2016-04-13,
41489786,LAO BEI FANG DUMPLING & HAND-DRAWN NOODLE HOUSE,QUEENS,2013-08-05,B
50054153,YARDIE JAMAICAN RESTAURANT,BROOKLYN,2016-08-17,Not Yet Graded
40360045,SEUDA FOODS,BROOKLYN,2015-08-12,A
41712900,CHOCOLATTE,BROOKLYN,2015-10-20,A
50003494,SERBIAN ASSOCIATION,QUEENS,2015-10-21,
41620030,BURGER CLUB,QUEENS,2012-11-15,
50005214,BROOKLYN SAFE HOUSE,BROOKLYN,2014-03-24,
40984211,LONG ISLAND UNIVERSITY - BLACKBIRD CAFE,BROOKLYN,2015-01-12,A
50014157,POLLO SABROSO RESTAURANT,BRONX,2014-11-05,B
41566073,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,2013-07-29,A
50012550,WENDY'S,MANHATTAN,2014-09-22,A
50033574,CHEZ ALAIN RESTAURAUNT,MANHATTAN,2016-02-29,
40932664,MIKE'S PLACE,STATEN ISLAND,2015-05-19,
40396267,ARHARN THAI CUISINE,QUEENS,2013-11-09,A
41587378,LOBSTER JOINT,BROOKLYN,2014-09-03,A
41630104,LUCKY CHINESE RESTAURANT,QUEENS,2013-07-10,A
41249600,GEORGES FAMILY RESTAURANT,BRONX,2015-04-13,A
41315492,LIN'S GOLDEN WHEEL CHINESE RESTAURANT,BRONX,2013-05-21,
50034296,BAKER'S TREAT,BROOKLYN,2016-03-03,A
41471729,ATMA'S ROTI SHOP,QUEENS,2014-04-25,B
40946956,B-SIDE,MANHATTAN,2013-07-31,A
41617602,BAR 483,BROOKLYN,2013-06-20,
41668846,FRUIT AND VEGETABLES ANAYELYS BOUTIQUE,BRONX,2014-03-05,
40736253,PORTOFINO CAFE,BRONX,2015-07-16,A
41634954,KIM'S CHINESE & SUSHI,BRONX,2014-05-19,A
41532950,CARVEL ICE CREAM,BROOKLYN,2014-10-09,A
41450361,FREDA'S,MANHATTAN,2015-07-01,B
50017854,MANNY'S,BROOKLYN,2015-07-14,
41632698,GASTRONOMIE 491,MANHATTAN,2015-03-10,
41239887,CHOLULA DELI GROCERY,BROOKLYN,2013-12-06,A
50004389,ROXY DINER,MANHATTAN,2013-12-28,
40927055,CLASSIC PIZZA & RESTAURANT,MANHATTAN,2013-11-21,A
41439796,GRAND SLAM Banquet Hall,BRONX,2016-06-10,
40674684,BURGER KING,QUEENS,2015-06-19,A
40392834,EL CANTINERO,MANHATTAN,2016-02-22,B
41071232,CAPRI SOCIAL CLUB,BROOKLYN,2014-07-31,A
41286006,CHIMU,BROOKLYN,2014-12-18,
41717763,MONTMARTRE,MANHATTAN,2014-12-09,
41083735,PLAZA TULCINGO RESTAURANT,BRONX,2015-09-21,
41097180,NINJA RESTAURANT,MANHATTAN,2014-11-25,
40397763,ALFONSO'S BAR,QUEENS,2015-04-30,A
41353612,SOHO SUSHI,MANHATTAN,2016-07-12,B
41701274,AINSWORTH PARK,MANHATTAN,2014-04-01,
50014080,GEORGIA&ALIOU'S TINY TREATS CAFE,MANHATTAN,2015-06-17,
50004193,SUNSTONE TORTILLAS EXPRESS,BROOKLYN,2013-12-19,A
40369601,BRONX GRILL,BRONX,2016-03-03,B
50002803,EL NUEVO TENAMPA RESTAURANTE,BRONX,2015-10-01,
50000229,MORGAN'S BBQ,BROOKLYN,2014-09-16,
50056151,,BROOKLYN,1900-01-01,
40616388,GLATT KOSHER FAMILY CHINESE RESTAURANT,BROOKLYN,2013-08-08,A
50019132,INDIKITCH,MANHATTAN,2015-05-11,A
41145163,PHO BANG RESTAURANT,QUEENS,2013-10-03,
40814139,STARBUCKS,MANHATTAN,2014-05-22,A
40634891,ARLENE'S GROCERY,MANHATTAN,2015-12-17,A
50039875,A TASTE OF BENATERI'S AT EDGEWATER,QUEENS,2015-10-22,
41355748,MD BAGELS DELI & GROCERY,STATEN ISLAND,2015-03-05,
41697740,MAPO KOREAN BBQ,QUEENS,2014-05-19,B
40394916,LAS ISLA RESTAURANT,BROOKLYN,2013-03-19,
41530497,SILVER KRUST WEST INDIAN RESTAURANT,QUEENS,2013-11-12,
40861868,MR. FALAFEL RESTAURANT,BROOKLYN,2013-06-21,
50043790,PRIMA DONNA PERUVIAN RESTAURANT,QUEENS,2016-04-27,
50017060,WONTON NOODLE GARDEN,MANHATTAN,2016-04-22,A
50004144,ONE STAR,MANHATTAN,2015-01-02,
50015315,MY PIZZERIA,STATEN ISLAND,2016-05-26,B
41564527,THE ORIGINAL CULPEPPERS RESTAURANT,BROOKLYN,2015-04-13,
41387224,B AND B RESTAURANT,MANHATTAN,2016-01-19,
41649255,NEW SUPER CHINA PAGODA,QUEENS,2015-12-29,
50010430,DUE FRATELLI,QUEENS,2015-09-02,C
41685596,FABBRICA,BROOKLYN,2015-02-14,B
50001085,DUNKIN' DONUTS,MANHATTAN,2014-08-12,
50018902,ANTOJOS,BRONX,2016-04-05,
40727820,HOUSING WORKS FOOD,MANHATTAN,2014-08-22,A
41129069,WAVE THAI,QUEENS,2014-01-30,
41068607,CAFE NUNEZ,MANHATTAN,2013-12-30,B
40388214,SCALETTA RISTORANTE,MANHATTAN,2015-07-15,
41678553,JESSIE'S EXPRESS CAFE,MANHATTAN,2013-05-31,
41272917,BAR GREAT HARRY,BROOKLYN,2013-11-12,A
50006098,SCALINO G.P.,BROOKLYN,2014-10-30,
41310391,RED BASIL THAI KITCHEN,QUEENS,2016-08-30,
50045480,SR. CREPES,QUEENS,2016-06-27,A
50001956,GOLDEN FOUNTAIN RESTAURANT,BRONX,2016-08-02,A
50010806,ARIA KABAB /TARIQ AFGHAN KABAB,QUEENS,2015-10-29,A
41012979,HALAL COFFEE SHOP RESTAURANT,BRONX,2014-12-09,
50012185,CASTILLO RESTAURNAT,BROOKLYN,2015-03-04,
41615409,HOT KITCHEN,MANHATTAN,2016-03-02,
50038572,CHINA KINGS 70TH STREET,QUEENS,2015-09-15,A
50017896,SANGRIA,QUEENS,2015-02-10,A
41029591,BARBARA BLUM RESIDENCE / GOOD SHEPHERD SERVICES,BROOKLYN,2015-05-26,
41077320,BAKED,BROOKLYN,2014-01-29,
50032836,HAPPY RESTAURANT,QUEENS,2015-03-10,
41373712,TALENT THAI KITCHEN,MANHATTAN,2015-04-16,
40367241,JG MELON RESTAURANT,MANHATTAN,2015-07-08,
41323726,SUBWAY,BROOKLYN,2015-05-22,
41363369,LA CROSTA RESTAURANT,MANHATTAN,2013-12-10,A
41545595,ATERA,MANHATTAN,2014-11-18,A
41408561,MAISONNETTE KITCHEN & EMPLOYEE CAFETERIA,MANHATTAN,2014-10-27,
41215164,JIMMY'S ON 7TH STREET,MANHATTAN,2013-06-24,
50012102,BRIK BAR LOUNGE & KITCHEN,QUEENS,2015-01-21,
50002701,JENNY COFFEE SHOP #2,BROOKLYN,2014-12-03,
41698687,FLORINDA RESTAURANT,BRONX,2015-11-04,B
40985809,NO. 1 CHINESE RESTAURANT,BROOKLYN,2016-04-26,
41652034,RUBY'S,BROOKLYN,2014-06-02,A
41368067,OZE TAVERN,BRONX,2016-09-29,Z
41181265,JAM ROCK,BROOKLYN,2013-11-14,
50007046,FRENCH DINER,MANHATTAN,2016-05-10,
50002360,LA ESQUINITA DEL SABOR RESTAURANT,BRONX,2015-02-13,
41419478,CARLOS AND GABBY'S,QUEENS,2016-09-27,A
41404997,LA COCINA BORICUA,BRONX,2015-12-05,
40384961,ROCCO'S CALAMARI,BROOKLYN,2015-05-28,B
40942073,RE SETTE,MANHATTAN,2015-07-10,
41554120,BROOKS 1890 RESTAURANT,QUEENS,2013-10-22,A
41574984,TENGU SUSHI & NOODLE HOUSE,BROOKLYN,2015-09-30,A
50040745,XM CAFE,BRONX,2015-08-25,
41301275,TACOS MEXICO,QUEENS,2014-09-30,A
41428580,BUON GELATO,QUEENS,2016-07-27,
41396994,TEAL,QUEENS,2015-08-20,
41722632,CAFE HABANA/CAFE HABANA TO GO,MANHATTAN,2014-04-14,
41475175,CAFE VIA EXPRESSO,QUEENS,2014-11-20,B
41716209,AJISAI,MANHATTAN,2015-10-16,A
50004043,BROOKLYN COMFORT,BROOKLYN,2014-01-02,A
41721734,SKILLMAN'S  FAMOUS PIZZA & COFFEE SHOP,QUEENS,2014-02-05,A
50000222,PAPA JOHN'S,QUEENS,2014-01-08,
41473571,FLATBUSH HALAL RESTAURANT,BROOKLYN,2014-04-24,A
40611024,MADAME X,MANHATTAN,2015-05-15,A
50004849,HOLIDAY INN- BROOKVILLE BAR & RESTAURANT,QUEENS,2015-10-13,A
40395375,ILDA'S PLACE II,QUEENS,2016-04-07,A
40569448,EMPIRE WOK KITCHEN,QUEENS,2015-03-19,A
40512172,THE ASTORIA WORLD MANOR,QUEENS,2015-12-24,A
50001693,ANKA GRILL,MANHATTAN,2015-08-20,
40597074,CAFFE' ROMEO,BROOKLYN,2014-09-09,A
41429788,EL AGUILA,MANHATTAN,2016-05-18,
41114235,BOSS TWEED'S SALOON,MANHATTAN,2014-02-21,
41550602,THE PIT AT PEOPLES IMPROV THEATER,MANHATTAN,2013-05-24,
50001637,YOLANDA RESTAURANT,BROOKLYN,2015-08-11,
41540512,DUNKIN' DONUTS,BRONX,2016-03-30,B
41624458,"HUMRO BHIM'S CAFE,",QUEENS,2014-02-12,A
40853175,ALIBABA,MANHATTAN,2015-08-05,A
41503136,THE HILLS RESTAURANT AND BAR,BROOKLYN,2016-02-27,Z
41424031,JING FU HOUSE,QUEENS,2015-05-06,
40399834,HAN GAWI,MANHATTAN,2015-09-16,
41297782,UGLY KITCHEN,MANHATTAN,2014-12-23,
50017936,LUNATICO,BROOKLYN,2016-02-22,A
50045829,MAXWELL'S BAR & RESTAURANT,MANHATTAN,2016-05-18,
41109419,THEATER ROW DINER,MANHATTAN,2016-01-04,A
41106262,TAZZA,BROOKLYN,2016-08-12,A
40400638,CAFE PARIS,BROOKLYN,2015-12-04,
41328616,EAST VILLAGE TAVERN,MANHATTAN,2016-05-02,
50034945,YAKINIKU FUTAGO,MANHATTAN,2015-08-12,A
41042416,CITY CINEMAS 123,MANHATTAN,2016-10-03,A
41400695,GOLDEN CARRIAGE,QUEENS,2013-05-22,
50013883,NEW YORK SHAKE & BURGER,QUEENS,2015-03-24,
40821987,MILANES SPANISH RESTAURANT,MANHATTAN,2014-03-03,A
41175262,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,2016-10-13,A
41710756,FRANNY'S,BROOKLYN,2015-09-30,A
50004090,CHELSEA DELI AND BAKERY,MANHATTAN,2014-12-23,
41382007,CASA LA FEMME,MANHATTAN,2015-06-11,
41533994,ULTIMATE BAKERY,BROOKLYN,2015-03-31,A
50017636,LUCY'S VIETNAMESE KITCHEN,BROOKLYN,2015-03-06,
41073072,LIBATION,MANHATTAN,2013-10-11,A
40401775,ORIENTAL EXPRESS,MANHATTAN,2013-06-13,
50000381,GIOVANNI'S ITALIAN PIZZERIA,MANHATTAN,2015-10-28,C
50051704,LITTLE CANAL,MANHATTAN,2016-07-14,Not Yet Graded
41536824,QDOBA MEXICAN GRILL,QUEENS,2014-09-18,A
41611968,LEXINGTON BRASS,MANHATTAN,2014-10-31,
41507901,THE LIVING ROOM,MANHATTAN,2016-08-18,
40377299,UTOPIA RESTAURANT,MANHATTAN,2015-06-25,
41465455,HAPPY HOUSE,BROOKLYN,2014-02-19,B
41445878,86 FU KEE CHINESE RESTAURANT,BROOKLYN,2014-03-05,
41679009,BED-STUY FISH FRY,BROOKLYN,2016-08-18,
50037940,MOCHA BURGER,MANHATTAN,2016-08-10,
50017865,XING LONG CHINESE RESTUARANT,BRONX,2015-11-12,B
41033313,KETTLE OF FISH,MANHATTAN,2016-05-17,
40701605,BAHARI ESTIATORIO,QUEENS,2013-12-16,A
50012264,LE FANFARE,BROOKLYN,2015-06-12,A
41634744,E.B. FLAVORS,QUEENS,2015-02-02,A
50011322,PRAIA,BRONX,2016-02-06,
41310853,MOCA ASIAN BISTRO,QUEENS,2014-04-16,
40936803,A. CHURRASQUEIRA RESTAURANT,QUEENS,2015-02-03,A
41575838,GOLD STAR JERK CENTER,BRONX,2016-08-01,A
41391103,DUNKIN' DONUTS,MANHATTAN,2013-01-22,
50036036,TONE CAFE,MANHATTAN,2016-06-13,A
41721738,DAVEY'S ICE CREAM,MANHATTAN,2013-11-12,A
