idRestaurant,name,borough,inspectionDate,grade
41694248,LA NUEVA CARICIA RESTAURANT,MANHATTAN,2013-09-04,
40393118,LA NUEVA VICTORIA RESTAURANT,MANHATTAN,2014-12-15,A
40589546,EL CHIVITO D'ORO III,QUEENS,2014-10-06,C
41435182,LA GRAN URUGUAYA BAKERY & RESTAURANT,QUEENS,2015-02-02,
41036474,PETITE ABEILLE,MANHATTAN,2013-07-10,A
41557354,RED HOUSE,BROOKLYN,2016-02-13,
41548700,WEATHER UP,MANHATTAN,2016-03-08,B
41232846,MAMBI STEAK HOUSE,MANHATTAN,2014-05-14,A
41479962,CHOCOLAT,MANHATTAN,2014-11-05,
41317857,JOE: THE ART OF COFFEE,MANHATTAN,2014-04-16,A
50011317,JOONG KOOG JIP,QUEENS,2014-12-23,A
41105399,CROWN FRIED CHICKEN,BRONX,2012-11-29,A
50001882,VS BERRY,MANHATTAN,2016-02-11,
50045023,LEE CHINESE RESTAURANT,BROOKLYN,2016-02-08,
41079283,THE BROTHERS CAFE,QUEENS,2016-06-29,B
40601696,WOO CHON RESTAURANT,QUEENS,2013-08-26,
50048216,JOE & THE JUICE,MANHATTAN,2016-08-22,
40510804,WOODROW DINER,STATEN ISLAND,2013-11-06,
40659340,SEOUL GARDEN,MANHATTAN,2014-04-22,
40512425,MCDONALD'S,BROOKLYN,2016-04-18,
41444147,NATIONAL RESTAURANT & COFFEE SHOP,BRONX,2014-09-11,A
41658676,CHINA KING,BROOKLYN,2013-08-13,
41183605,TROPICAL 128,MANHATTAN,2015-12-14,
41443537,A&E TENOCHTITLAN DELI & TAQUERIA,BRONX,2014-06-06,
41536371,SAM HO TAKEOUT RESTAURANT,BRONX,2014-12-02,
41689407,NORTHERN MANOR,QUEENS,2016-07-25,
41422049,THE FACULTY HOUSE,MANHATTAN,2016-04-12,
40751226,NHA-TRANG CENTRE VIETNAM RESTAURANT,MANHATTAN,2014-09-11,
40961549,POPEYES LOUISIANA KITCHEN,BROOKLYN,2014-12-18,A
40364863,SERENDIPITY 3,MANHATTAN,2015-07-30,A
41540476,JOE'S PIZZA,BROOKLYN,2014-06-04,A
41690780,CAFE EVERGREEN,MANHATTAN,2015-06-10,
50014784,RAMEN MEIJIN,MANHATTAN,2016-05-24,A
50049315,TBAAR,BROOKLYN,2016-06-08,A
41613806,THE BEST $1.00 PIZZA,MANHATTAN,2015-06-16,
50034296,BAKER'S TREAT,BROOKLYN,2016-01-28,
40574733,VINNY'S OF CARROLL GARDEN RESTAURANT & LUNCHEONETT,BROOKLYN,2014-09-25,C
41420397,69 BAR LOUNGE,QUEENS,2014-11-19,
50014170,SABOR Y TRADICION PERUVIAN RESTAURANT,STATEN ISLAND,2014-09-11,
50017709,NICKOLAS' DELI RESTAURANT,QUEENS,2015-04-14,B
50003165,CORK 'N FORK,MANHATTAN,2015-01-07,A
50038374,TUK TUK,QUEENS,2016-07-13,
50037340,HAYASHI JAPANESE CUISINE,BROOKLYN,2015-09-08,
41210694,NEW CHINA HOUSE,QUEENS,2016-05-03,A
41210485,BISTRO CHAT NOIR,MANHATTAN,2016-10-13,
41311641,ROLLIN GREENS,QUEENS,2016-03-30,A
41404028,SHINY HOUSE RESTAURANT,QUEENS,2016-08-01,A
40398578,DYCKMAN BAR,MANHATTAN,2014-07-10,
50017407,CROWN FRIED CHICKEN,QUEENS,2014-12-20,
40999287,IL COLOSSEO,BROOKLYN,2014-02-04,
41276672,THE AUSTRALIAN,MANHATTAN,2013-05-21,
50018084,CAFE SILAN,MANHATTAN,2015-03-19,A
41313211,AFRICAN AMERICAN BEST FOOD,MANHATTAN,2014-09-11,A
41292268,T BAAR,BROOKLYN,2016-09-09,
41579887,UPSTATE,MANHATTAN,2015-09-03,A
41590317,THAI ROCK,QUEENS,2014-08-26,A
41693374,ALEX CAFE & DELI,MANHATTAN,2014-02-12,B
50036849,ENERGY FUEL,BROOKLYN,2015-06-25,
41707193,SWEET BUTTONS,MANHATTAN,2016-07-20,A
50003457,GRULLON BAKERY,MANHATTAN,2013-11-19,B
40399955,SCHICK'S MANOR,BROOKLYN,2015-04-16,A
41264084,Evelyn,MANHATTAN,2013-08-13,B
50037535,LOFT 142,MANHATTAN,2016-01-19,
50055159,,BROOKLYN,1900-01-01,
41560911,ANTALIA TURKISH CUISINE,MANHATTAN,2015-01-12,A
41212364,BECKETT'S,MANHATTAN,2016-05-26,
40388419,FAMOUS FAMIGLIA PIZZERIA,MANHATTAN,2014-08-20,B
41471148,TALLGRASS BURGER,MANHATTAN,2016-05-31,
50045318,DELICIOUS PIZZA CAFE,BRONX,2016-06-25,
50046536,PITA GRILL,MANHATTAN,2016-08-22,
41374953,PRIMADONNA RISTORANTE PIZZERIA,QUEENS,2014-02-12,A
41620314,STAR'S CAFE (WESTIN HOTEL),MANHATTAN,2014-01-24,A
41362423,CIBO EXPRESS GOURMET MARKET,QUEENS,2014-11-12,A
50006236,FRENCH LOUIE,BROOKLYN,2016-02-09,A
41614214,OUR VILLAGE ROTI SHOP,QUEENS,2015-04-01,
41221362,SING FEI RESTAURANT,BRONX,2014-09-22,
41720232,VANILLA SKY,QUEENS,2015-05-21,A
50014318,VOGA LOUNGE & GRILL,MANHATTAN,2014-08-29,
40671821,DAGAN PIZZA & DAIRY RESTAURANT,BROOKLYN,2015-02-26,B
41115188,WATERFALLS ITALIAN CUISINE,STATEN ISLAND,2016-06-08,A
50000224,XING SHENG,BRONX,2016-01-21,
41702681,TACOS VELOZ,QUEENS,2016-03-17,A
50003778,QUE RICO TACO,QUEENS,2013-11-21,
41501035,STATION CAFE,BROOKLYN,2015-01-13,
50005926,EL BUEN GUSTO RESTAURANT,BROOKLYN,2016-09-19,
50017016,DUNKIN' DONUTS,QUEENS,2016-07-22,A
40393725,TRIBECA GRILL,MANHATTAN,2016-10-03,
41664920,Q & L BAKERY,BROOKLYN,2014-12-05,
40368971,LA MANGEOIRE,MANHATTAN,2016-04-22,
50016031,ARROGANT SWINE,BROOKLYN,2014-10-08,
41124419,BURGER HUT,BRONX,2014-08-06,A
50008767,MR. PIZZA,STATEN ISLAND,2014-06-17,
41463147,MASAKE,BROOKLYN,2014-03-27,B
50015893,J'S ON THE BAY,STATEN ISLAND,2015-02-19,
41543887,BEAUTY AND ESSEX,MANHATTAN,2013-09-17,
41716209,AJISAI,MANHATTAN,2015-10-16,A
41712479,SHADY LADY,QUEENS,2013-11-29,
40680764,JOE'S PLACE,BRONX,2015-04-13,B
50003360,GROUND CENTRAL COFFEE COMPANY,MANHATTAN,2015-06-05,A
41198338,ROYALE,MANHATTAN,2015-09-29,B
50034555,DUMPLINGS GO,MANHATTAN,2015-08-17,
41488662,PONTE EN FORMA,BRONX,2014-04-26,A
50015665,EPI D'OR KREYOL,QUEENS,2016-09-14,
41566334,THE ANCHORED INN,BROOKLYN,2015-08-31,A
41308759,KU SHIANG RESTAURANT,QUEENS,2016-08-23,B
41695531,PANERA BREAD,MANHATTAN,2015-06-19,
41468186,SUBWAY,MANHATTAN,2015-09-17,A
41256036,KINGSTON BAKE SHOP,BROOKLYN,2014-03-19,
41719668,CHINESE FOOD RESTAURANT,QUEENS,2016-07-06,C
41613270,THE BEAN,MANHATTAN,2014-02-07,
41407999,BERMUDEZ BAKERY,MANHATTAN,2015-04-27,
50015431,SUBWAY,QUEENS,2014-11-20,A
50037771,UPAYA'S RESTAURANT,QUEENS,2016-02-02,A
40874132,SIDESHOWS BY THE SEASHORE,BROOKLYN,2015-06-06,
41549980,LA FOLLIA,MANHATTAN,2013-10-17,
50018952,NORTHSIDE BAKERY,BROOKLYN,2015-07-21,A
40383506,TONY'S PIZZERIA,BROOKLYN,2015-02-28,
41346086,KEN'S ASIAN TASTE,MANHATTAN,2016-01-20,C
41688672,WOK CHINESE RESTAURANT,QUEENS,2015-10-28,A
40984001,LABADEE MANOIR,QUEENS,2016-01-04,C
41637516,MR CHANS RESTAURANT,BROOKLYN,2015-04-20,
41377990,ESTRELLA DEL MAR RESTAURANT,QUEENS,2016-02-25,A
41391795,DREXLER'S,MANHATTAN,2013-05-02,
40386425,Tasty's,QUEENS,2015-07-29,
40563475,MAMOUN FALAFEL,MANHATTAN,2015-06-26,A
41461968,SAPPHIRE,QUEENS,2015-11-13,A
41273144,LA COLOMBE TORREFACTION,MANHATTAN,2014-01-24,
41128262,BRUNO RAVIOLI,MANHATTAN,2014-06-19,A
50017538,ELI'S ESSENTIALS,MANHATTAN,2016-09-16,
50045296,ORGANIC FOOD NATURAL JUICES ND COFFEE,QUEENS,2016-01-07,
41651044,DOMINIES,QUEENS,2015-01-28,A
41380245,RED LOTUS BAKERY & CAFE,QUEENS,2015-01-22,A
40398700,FAMOUS PIZZA,QUEENS,2014-12-16,
40393558,FITZGERALD'S PUB,MANHATTAN,2013-05-07,
50045538,THE LEGEND,BROOKLYN,2016-04-20,
50019121,TOPAZ NOODLE BAR,MANHATTAN,2015-06-22,
41583460,HARDING'S,MANHATTAN,2014-05-17,
50037181,TAQUERIA EL MEZCAL,BROOKLYN,2015-08-11,A
50005732,SNACK BAR,MANHATTAN,2014-12-30,
50004623,SCHNIPPERS,MANHATTAN,2014-03-31,
41574121,ZIO,MANHATTAN,2014-03-27,A
40560823,Lena Restaurant,BRONX,2014-11-19,
41582724,LITTLE ITALY PIZZA,MANHATTAN,2013-07-18,
40800121,CURVES GENTLEMAN'S CLUB,STATEN ISLAND,2014-02-19,
40928150,TONY'S DI NAPOLI,MANHATTAN,2016-02-17,A
50050799,THE ARMORY,BROOKLYN,1900-01-01,
50005137,ROOTS,BROOKLYN,2014-02-06,A
41474954,MIKADO BISTRO,MANHATTAN,2013-07-26,
40616388,GLATT KOSHER FAMILY CHINESE RESTAURANT,BROOKLYN,2013-05-01,
40668681,CASCARINO'S,QUEENS,2015-08-24,
50016050,SOPHIES CUBAN CUISINE,MANHATTAN,2014-12-05,A
41224938,LINE BAGELS,BROOKLYN,2013-06-05,
41613193,ALEWIFE,QUEENS,2016-03-09,
50007670,BLIND BARBER,BROOKLYN,2014-12-10,
41250519,MILANO'S BAR,MANHATTAN,2015-11-24,A
40704155,ERAWAN THAI CUISINE,QUEENS,2015-07-14,A
41647571,PEKING GARDEN,MANHATTAN,2014-07-31,P
50016026,S&S PIZZERIA,STATEN ISLAND,2015-02-19,
41677434,BELLA LENA'S,QUEENS,2014-10-11,
41713701,TROPICAL ROTISSERIE CHICKEN,BRONX,2015-02-25,A
41477231,DINO,BROOKLYN,2013-08-06,
41340002,HAPPY FAMILY,MANHATTAN,2015-04-09,
50001320,SUPER SNACKS,QUEENS,2014-04-03,A
41264084,Evelyn,MANHATTAN,2013-08-13,B
41698190,MAGIA EN TU VIDA,QUEENS,2014-07-02,A
41395582,MCNALLY JACKSON CAFE,MANHATTAN,2016-04-29,A
41596018,GAJI GAJI,QUEENS,2014-11-05,
41583785,CAFE AFSONA,BROOKLYN,2013-10-17,
41315707,LOUKOUMI TAVERNA,QUEENS,2013-09-10,
40385584,PIZZA GARDEN,QUEENS,2015-05-19,A
50004299,EMMETTS,MANHATTAN,2014-05-02,B
41203533,GREAT TASTE BAKERY,MANHATTAN,2016-09-15,C
41567772,THAI 101,BROOKLYN,2014-10-31,B
40424488,RENATO'S PASTRY SHOP,STATEN ISLAND,2015-03-03,
50004969,DINO'S PIZZA & PASTA,QUEENS,2016-09-13,
40367540,PICCOLA VENEZIA,QUEENS,2013-09-04,
41271454,KATSUHAMA 47,MANHATTAN,2014-12-23,
41455936,GINA LA FORNARINA,MANHATTAN,2015-03-19,A
50005527,CHO-KO RESTAURANT,MANHATTAN,2015-09-29,
50033336,TRADITIONS EATERY,BROOKLYN,2016-04-12,
41396374,TASTY ROAST HOUSE,QUEENS,2016-08-18,A
41614531,SILHOUETTE RESTAURANT LOUNGE,BRONX,2016-10-14,
40645073,LA SABROSURA,BRONX,2014-05-15,
40785901,TOBACCO ROAD,MANHATTAN,2013-12-09,
40737995,AU BON PAIN,MANHATTAN,2016-07-15,A
50004076,EL POTRERO SPORT BAR,QUEENS,2015-10-31,
41639740,SEAMSTRESS,MANHATTAN,2014-05-21,A
41529703,ON THE ROCKS,MANHATTAN,2013-09-11,
41310578,EASTEND BAR & GRILL,MANHATTAN,2015-03-17,
41104489,BURGER KING,MANHATTAN,2014-06-27,B
41453390,CANNERY,MANHATTAN,2015-09-11,
41266955,DUGOUT PUB,QUEENS,2013-10-10,
50046219,LA ROYALE BEER BURGER HOUSE,BROOKLYN,2016-03-29,A
41011581,WOGIES,MANHATTAN,2014-02-26,
40592791,KRISPY PIZZERIA,BROOKLYN,2016-06-20,C
40365499,YANKEE TAVERN,BRONX,2012-10-18,
41382908,SHUN CHEONG iKITCHEN,MANHATTAN,2016-08-09,A
50045252,PETER PIZZA,BROOKLYN,2016-02-24,
50005672,MAIKLEY CAFE,BROOKLYN,2015-10-08,
41081510,CHOP'T,MANHATTAN,2016-03-30,A
41404362,COZZI PIZZA,BROOKLYN,2014-09-18,A
41498197,MACARON CAFE,MANHATTAN,2013-04-08,A
41607535,AMERICAN AIRLINES ADMIRALS CLUB,QUEENS,2013-03-21,B
41367471,MOON TIKKA GRILL,QUEENS,2016-09-26,A
40535738,NEIL SIMON THEATRE,MANHATTAN,2015-11-19,A
41468132,COLLAGE BISTRO & BAR,MANHATTAN,2014-02-21,A
41235694,STATEN ISLAND DINER,STATEN ISLAND,2014-01-14,A
40690297,THOMASINA'S CATERING HALL,QUEENS,2013-04-05,
50005471,BUDIN,BROOKLYN,2015-02-20,A
41699964,THE SEA FIRE GRILL,MANHATTAN,2013-10-29,A
41431613,MOMOFUKU/ MA PECHE,MANHATTAN,2014-06-02,A
41490991,LIPS RESTAURANT,MANHATTAN,2014-04-08,
41076181,NEW THRIVING RESTAURANT OF GUYANA,QUEENS,2015-04-21,
41232711,HANG CHOU RESTAURANT,MANHATTAN,2015-02-05,A
41614771,ONEGIN,MANHATTAN,2015-03-17,
41718923,IL CORALLO,MANHATTAN,2016-06-06,A
41301275,TACOS MEXICO,QUEENS,2014-09-22,
41148534,TACU TACU RESTUARANT,BROOKLYN,2013-10-11,
50001786,DAG'S THE PATIO,MANHATTAN,2016-08-29,A
41677155,RICHIE RICH CARIBBEAN TASTE II,BRONX,2015-07-21,B
41570741,JEN'S ROTI SHOP,BROOKLYN,2015-06-30,A
40794835,PIZZA PORT,QUEENS,2014-04-29,
41603858,FU XING HOUSE,BROOKLYN,2013-10-24,B
40386616,ROCCO'S PIZZERIA,BROOKLYN,2014-11-15,
40510286,ROYS REST & SPORTS BAR,QUEENS,2015-12-03,A
41153678,HAPPINESS LOUNGE,BROOKLYN,2015-06-12,A
41632521,PIZZA DADDY,BROOKLYN,2015-09-14,
50056500,,BROOKLYN,1900-01-01,
50002348,DESI GRILL INDIAN CUISINE,BROOKLYN,2015-06-01,C
41626893,OAK & IRON,BROOKLYN,2014-07-11,A
41668282,ROSEMARY'S,MANHATTAN,2014-03-11,A
41564598,QUETZAL RESTAURANT & BAKERY,BROOKLYN,2014-03-05,A
50003178,SOFIA MEXICAN RESTAURANT,BROOKLYN,2015-05-04,
40550666,LITE DELIGHTS,MANHATTAN,2014-03-31,
41329984,EL ANZUELO FINO,QUEENS,2016-03-04,
41706018,PAIN D'EPICES,MANHATTAN,2014-09-12,A
50035439,MICHELLE RESTAURANT,MANHATTAN,2016-07-05,
50001947,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,2015-06-26,
41007054,PINE RESTAURANT,QUEENS,2014-05-19,A
40378585,MIKE'S PUB,QUEENS,2015-02-18,
40510804,WOODROW DINER,STATEN ISLAND,2014-12-29,
41605848,MING'S GREAT WALL KITCHEN,BRONX,2013-04-10,A
41642333,242 CAFE BAKERY,MANHATTAN,2016-05-03,
50016658,NY PIZZA GRILL & CAFE,QUEENS,2014-12-09,
41713008,96 SOUTH PARK,QUEENS,2014-04-23,A
41030982,FAT BUDDHA,MANHATTAN,2013-09-03,
41560572,KONDITORI,MANHATTAN,2016-03-28,A
41645303,FIX COFFEE & BAKERY,QUEENS,2013-09-19,
50010893,ANNEX,BROOKLYN,2016-01-05,A
40394054,GARDEN OF EAT-IN,BROOKLYN,2015-12-07,
50048142,INTERCONTINENTAL BANQUET KITCHEN NEW YORK BARCLAY,MANHATTAN,2016-07-12,
41704556,HAVANA SOCIAL,MANHATTAN,2015-02-24,A
41666669,EDGE BAR & LOUNGE,QUEENS,2014-02-12,
50008485,THE PAVILION MARKET CAFE,MANHATTAN,2016-08-24,
41712403,SUBWAY,MANHATTAN,2015-09-01,A
50009465,HILTON GARDEN INN- MANHATTAN- MIDTOWN EAST,MANHATTAN,2014-08-13,
41415704,GOOD FRIENDS CHINESE RESTAURANT,BROOKLYN,2015-10-01,
41660757,MR. Q'S NOODLE,BROOKLYN,2013-07-16,B
50008301,VERO,MANHATTAN,2016-04-22,
50014899,STARBUCKS,BROOKLYN,2016-09-28,
41174287,DUNKIN' DONUTS,QUEENS,2015-08-03,
50018552,ORCHID DYNASTY RESTAURANT,BROOKLYN,2016-08-17,
50008061,VARIETY,BROOKLYN,2016-04-20,A
50037627,B & Y CATERING (Jewish Community Center),STATEN ISLAND,2015-10-01,
41142210,BARBOUNIA,MANHATTAN,2014-11-19,A
41624957,BIG NEW YORK FRIED CHICKEN,QUEENS,2016-05-07,A
50001778,PEET'S COFFEE/TEA/JETBOX,QUEENS,2013-08-28,A
41480048,CENTURY SUPER BUFFET,QUEENS,2014-08-07,
41590509,SHIH LEE CHINESE GOODEATS,MANHATTAN,2014-12-17,
41123535,TACO KING,QUEENS,2014-12-22,
40553581,BOSTON MARKET,BRONX,2015-05-04,
50011352,TWISTED DISH TAVERN,STATEN ISLAND,2014-08-08,
41689903,NAGOYA,BROOKLYN,2014-03-03,B
40814991,CHARO RESTAURANT,QUEENS,2014-01-08,A
50000454,PATIALA,MANHATTAN,2014-12-16,
41535378,ELIEZER KITCHEN,MANHATTAN,2014-06-16,A
41188374,BILLIE'S BLACK BAR LOUNGE AND RESTAURANT,MANHATTAN,2014-12-20,
50012569,CASA MEXICANA,MANHATTAN,2016-05-26,A
41370362,HOUNDSTOOTH PUB,MANHATTAN,2015-07-30,
41166072,QUIJOTE,QUEENS,2014-02-07,
40396927,MANHATTAN ESPRESSO,MANHATTAN,2016-04-21,A
50005823,TAVERN ON THE GREEN,MANHATTAN,2015-04-23,
41508177,TAL BAGELS,MANHATTAN,2013-05-22,
40700724,SCALINI FEDELI,MANHATTAN,2013-12-03,B
50051263,SIK GAEK,QUEENS,2016-08-09,Not Yet Graded
40397916,CATERINA'S PIZZERIA,BROOKLYN,2014-06-21,A
50016380,BROUSKO,QUEENS,2015-12-11,
41719675,SAJOMITA RESTURANT,BROOKLYN,2013-07-22,
41598322,YUMMY YUMMY CHINESE RESTAURANT,QUEENS,2015-04-16,
41049159,IHOP,MANHATTAN,2014-12-26,B
41612195,SUBWAY,BROOKLYN,2015-03-26,A
41631242,TORI O'TOOLES,QUEENS,2016-02-21,A
40887518,BARBES,BROOKLYN,2013-11-21,A
41290574,STARBUCKS,MANHATTAN,2014-04-04,A
41331535,LA PARRANDA MEXICANA BAR & RESTAURANT,BROOKLYN,2013-11-07,C
50047425,BLACK FOX COFFEE CO,MANHATTAN,2016-10-14,A
50052096,MAGIC SOUL FOOD,QUEENS,2016-08-30,
50012808,CALLE DAO,MANHATTAN,2016-03-22,
41118794,TAQUERIA COCOYOC,BROOKLYN,2016-01-12,A
50043777,THOMAS SCHANZ SPORTS BAR,QUEENS,2016-01-11,
41069598,TARA HILL IRISH TAVERN,MANHATTAN,2014-03-31,A
40796717,ANYWAY CAFE BAR,BROOKLYN,2014-05-01,A
41702568,TRADICIONES EL TEJANO,QUEENS,2015-01-13,A
41603176,TU RANCHITO RESTAURANT,STATEN ISLAND,2015-05-13,P
41707407,GLENDALE DINER,QUEENS,2014-10-15,
41567865,EMPELLON,MANHATTAN,2014-06-16,A
40656356,WENDY'S,BROOKLYN,2014-01-13,
40401160,LA CABANA SALVADORENA RESTAURANT,MANHATTAN,2016-04-06,
41462091,NEW KING CHINESE FOOD,BROOKLYN,2016-09-16,A
41510816,OUTBACK STEAKHOUSE,MANHATTAN,2015-05-29,
50004302,FRESH TAKE JUICE BAR,BRONX,2016-06-23,
41347625,EAT & GO ISTANBUL/NEW YORK,QUEENS,2014-04-03,
50001364,LECHONERA EL SAZON CRIOLLO,BRONX,2015-04-03,
41692125,CENTER BAR,MANHATTAN,2013-12-10,A
50002001,HALAL KITCHEN,QUEENS,2015-02-18,A
41620241,THE COMMONS CHELSEA,MANHATTAN,2016-06-06,A
41629685,JAMBA JUICE,QUEENS,2015-01-22,A
41641668,PLUM TREE RESTAURANT,BROOKLYN,2013-12-19,A
40515448,FREDDIE & PEPPER'S PIZZA,MANHATTAN,2015-09-24,
41326639,EL GAUCHO,BROOKLYN,2015-10-27,A
41431202,FEITENG CHINESE TAKE OUT KITCHEN,BROOKLYN,2014-01-25,A
41101050,BAR AMERICAIN,MANHATTAN,2016-10-06,A
40424337,BAGEL WORKS,MANHATTAN,2014-06-23,B
41257259,L'AMICI,QUEENS,2016-08-26,B
41311907,KENNEDY FRIED CHICKEN,MANHATTAN,2014-06-15,B
41492306,UNCLE MARIO'S,MANHATTAN,2013-12-06,
50018777,CHARLIE'S PLACE & SUSHI,MANHATTAN,2015-11-16,
50051397,DALY PIE,BROOKLYN,2016-09-27,Not Yet Graded
41304245,MANNA'S RESTAURANT,MANHATTAN,2014-09-03,
50001057,DUNKIN' DONUTS,QUEENS,2014-08-20,
41716658,SUBWAY,QUEENS,2015-04-10,A
41014566,STARBUCKS,QUEENS,2013-10-16,
41303553,SILVER KRUST WEST INDIAN RESTAURANT,BROOKLYN,2015-06-11,B
40363590,SNACK TIME GRILL,QUEENS,2016-02-11,A
41120682,SANT AMBROEUS,MANHATTAN,2016-01-20,
41147661,RAJA SWEETS & FAST FOOD,QUEENS,2016-05-27,
50009808,PIO PIO BROOKLYN,BROOKLYN,2016-08-03,
41525509,YUM YUM QUEENS,QUEENS,2015-08-12,
41160885,HOP LEE RESTARANT,MANHATTAN,2014-03-03,A
40995330,TACOS MEXICOS,QUEENS,2014-05-10,A
41537509,SPRITZENHAUS,BROOKLYN,2016-04-19,
40906994,GABBY'S COFFEE SHOP,BROOKLYN,2014-08-23,
41004618,MR. LO KITCHEN,QUEENS,2015-03-26,
41315709,MARTHAS COUNTRY BAKERY,QUEENS,2013-08-14,
41651517,LIBERTY FRESH PIZZA,BROOKLYN,2014-12-24,
50004861,MIN JIANG MINI CAFE,MANHATTAN,2014-06-19,
41630826,LAND OF PLENTY,MANHATTAN,2013-07-23,
41344235,ISLAND PRIDE RESTAURANT,BROOKLYN,2013-03-07,
50051244,LA BELLA RESTAURANT,BRONX,2016-10-12,Z
40483596,GERSHWIN THEATRE,MANHATTAN,2013-09-24,
50044568,FRESH PICK,QUEENS,2016-08-03,
50002599,LUZZO'S BK,BROOKLYN,2014-01-14,A
41688594,THE FALAFEL SHOP,MANHATTAN,2014-07-09,
41004674,FLORIDITA RESTAURANT UPTOWN,MANHATTAN,2014-11-17,A
50000709,BAGEL TREE,MANHATTAN,2015-05-01,
50005087,BEIJA-FLOR,QUEENS,2016-06-20,B
41040202,NEW YORK UNIVERSITY - LAW SCHOOL CAFE,MANHATTAN,2013-09-20,A
41179165,BROOK AVENUE DELI & PIZZA,BRONX,2014-04-23,A
41471528,DRAGON STAR,BRONX,2014-04-16,
41521360,PARIS BAGUETTE,MANHATTAN,2016-05-10,A
40400251,QUENTIN PIZZA,BROOKLYN,2016-02-20,A
40601159,PERFECTO PIZZERIA,MANHATTAN,2014-07-02,
50003183,INWOOD GOURMET,MANHATTAN,2016-03-03,A
41667296,ABRACADABRA BROOKLYN,BROOKLYN,2014-11-28,A
41098752,LE FOND,BROOKLYN,2013-11-06,
41646313,SHISHA LOUNGE,QUEENS,2013-08-30,
40987023,BISTRO CATERERS,MANHATTAN,2015-11-02,
41593540,DRAFT BARN,BROOKLYN,2014-08-27,A
41713374,ETHLYN'S CARIBBEAN BAKERY,BROOKLYN,2016-09-28,
41557641,LITTLE CHINA CITY,BRONX,2013-05-23,A
50006541,EL CASTILLO DEL CARIBE,BRONX,2015-06-12,A
41701539,PFIZER BROADWAY CAFE,MANHATTAN,2013-02-19,
41574968,PHAYUL RESTAURANT,QUEENS,2014-01-22,
50044131,EL SALVADOR RESTAURANT,BROOKLYN,2016-02-09,
50004171,Buonissima Pizzeria,BROOKLYN,2014-09-27,A
50018904,STREETS RESTAURANT,BROOKLYN,2015-06-12,A
41701185,SUNSHINE CO.,BROOKLYN,2016-06-18,A
41073072,LIBATION,MANHATTAN,2014-11-19,
40586834,PERFECTO PIZZA & COFFEE SHOP,QUEENS,2013-09-19,
41110540,PIZZA CENTRAL OF BROOKLYN,BROOKLYN,2016-09-20,A
50015482,WING HING CHINESE CUISINE,BROOKLYN,2014-11-13,C
40391562,COLLADO RESTAURANT,BROOKLYN,2016-06-20,A
41577558,SUBWAY,MANHATTAN,2014-07-11,
41721590,CHEETAHS GENTLEMENS CLUB & RESTAURANT,MANHATTAN,2015-03-10,A
41386642,RADIO STAR,MANHATTAN,2014-02-14,
50036537,PATRIZIAS OF BROOKLYN,MANHATTAN,2015-07-21,
50002386,CHURCH STREET KITCHEN,MANHATTAN,2016-01-29,A
50000705,ANARKALI INDIAN FOOD,BROOKLYN,2014-07-09,B
40564411,LE PAIN QUOTIDIEN,MANHATTAN,2016-04-21,
41129965,CAFE BASIL GOURMET,MANHATTAN,2016-09-27,
41446174,L.I.E. HOT BAGEL,QUEENS,2014-02-19,A
50012621,JOEY PEPPERONIS PIZZA AND FAT BOYS CHICKEN AND RIBS,QUEENS,2015-08-03,
50003664,DUNKIN' DONUTS,BRONX,2015-10-23,A
40980927,GRILL CHICKEN,QUEENS,2014-05-29,A
40388787,SETTE MEZZO,MANHATTAN,2014-05-08,A
41004014,WOODHAVEN HOUSE,QUEENS,2016-04-21,A
41630465,YUMMY SUSHI,MANHATTAN,2013-07-17,
40647906,TERRACE ON THE PARK,QUEENS,2016-05-04,A
41153717,FRESCO PIZZA AND PASTA,BRONX,2016-06-16,A
50035115,CROSSBAY DELI & GRILL,QUEENS,2015-10-08,
41329687,NANKING,MANHATTAN,2016-07-21,
41542461,C & L OF EAST OCEAN RESTAURANT,BROOKLYN,2013-04-25,
41087509,PS 450,MANHATTAN,2013-09-03,A
40825792,ITALIAN VILLAGE RESTAURANT PIZZERIA,MANHATTAN,2014-10-30,
41476203,TASTI D-LITE,MANHATTAN,2014-11-18,
41559193,SUBWAY,MANHATTAN,2014-09-22,
41704639,DUNKIN' DONUTS,MANHATTAN,2013-02-28,A
50006436,SEATTLE CAFE,QUEENS,2016-02-25,A
41539016,SUBWAY,BRONX,2014-09-24,A
50000244,THE TACO TRUCK,MANHATTAN,2013-09-13,
40386619,PERIYALI,MANHATTAN,2015-11-10,A
40853290,BROOKLYN ICE CREAM FACTORY,BROOKLYN,2014-01-08,A
40373272,HENRY'S END,BROOKLYN,2013-11-15,
41050624,DUNKIN' DONUTS,STATEN ISLAND,2014-02-25,
41396810,PEACE FOOD CAFE,MANHATTAN,2016-08-09,
50014906,5 STAR CHEESE STEAK AND PIZZA,MANHATTAN,2016-08-11,
50008205,Delish/Amerivents Catering,QUEENS,2016-02-24,B
41639035,LONG RIVER CHINESE RESTAURANT,QUEENS,2014-08-19,B
40980449,72ND STREET BAGEL,MANHATTAN,2015-09-08,
41555577,LIGHTHOUSE,BROOKLYN,2015-01-29,
50010257,RED SEA SUSHI & SEAFOOD RESTAURANT,QUEENS,2015-11-16,A
40925478,BELLA VIA,QUEENS,2014-01-10,
